"event_type","user_id","episode_id","timestamp","duration"
"seek","usr_3366223bdf","epi_def6af3c68","2026-01-15T06:22:41",""
"complete","usr_1b804f4a50","epi_727bd80f61","2026-02-07T08:28:04","14286"
"pause","usr_7bf28d157a","epi_ade90eeb13","2025-11-25T21:23:47",""
"pause","usr_dfc7290358","epi_064d581ad2","2025-12-02T12:27:57",""
"seek","usr_35b64fab1c","epi_6deb2bba10","2025-11-21T16:47:59",""
"pause","usr_458f9e0f6b","epi_554343c582","2025-05-05T13:53:12",""
"download","usr_1d0c983bc2","epi_7be1873915","2025-12-20T11:40:38",""
"pause","usr_f1f98f10f4","epi_05fa3c96f9","2026-02-28T22:06:38",""
"complete","usr_002641109e","epi_145f3317fe","2025-05-05T16:38:01","1183"
"complete","usr_b8cfec6848","epi_a9494133ec","2025-04-29T23:59:19","1682"
"pause","usr_60a1c7d137","epi_6a59a21550","2025-09-16T21:37:16",""
"seek","usr_f7faf46313","epi_f3eaa89d33","2025-01-13T22:09:46",""
"seek","usr_3081a64466","epi_7b68a0f8ca","2025-09-03T12:10:26",""
"play","usr_0937fbfbde","epi_d7d8bf599a","2025-10-24T20:41:59","2298"
"download","usr_8a4eb58c18","epi_f25baa556e","2025-09-01T02:58:32",""
"seek","usr_f14ac454a3","epi_05fa3c96f9","2025-11-08T20:45:22",""
"seek","usr_92748b5cc8","epi_5fff045672","2025-11-22T03:48:44",""
"download","usr_808ac4245b","epi_fc747ba14b","2025-07-14T17:08:42",""
"seek","usr_8416c4dc9f","","2025-06-17T22:18:56",""
"seek","usr_83ba3a4ee5","epi_c1e35bedf3","2025-09-25T18:32:17",""
"complete","usr_7290e2889c","epi_64fd889dfa","2025-12-28T14:16:56","3793"
"play","usr_368c704b2e","","2025-06-15T13:50:06","9067"
"pause","usr_35e24b19f0","epi_64fd889dfa","2025-08-17T08:35:20",""
"play","usr_61499df046","epi_194b4b188d","2025-01-10T23:55:44","15306"
"pause","usr_a947db40fa","epi_a9ada448c6","2025-11-16T23:08:50",""
"complete","usr_af22967d11","epi_093cc7c56e","2025-07-25T11:32:21","1987"
"seek","usr_adc5f1a97d","epi_d7d8bf599a","2025-03-22T11:29:39",""
"download","usr_82020789e9","epi_ad0822ed24","2026-01-13T00:07:50",""
"pause","usr_7edf27a75c","epi_8b69d897be","2026-01-25T03:07:40",""
"seek","usr_ce7e70f8f2","epi_0de4e80d2e","2025-07-09T03:38:00",""
"complete","usr_3fb995e8d0","epi_eea76c134c","2025-01-11T05:00:08","930"
"play","usr_3480f0f0cc","epi_caae44d0f9","2025-12-06T08:16:05","788"
"complete","usr_61499df046","epi_0df2749873","2025-03-27T21:05:07","9995"
"complete","usr_3fb995e8d0","epi_f6a942be33","2025-03-07T17:17:07","22431"
"complete","usr_673100b81a","epi_f68383e360","2025-09-06T14:03:05","1625"
"pause","usr_9aab146109","epi_ad6aeba069","2025-09-04T02:30:28",""
"complete","usr_af22967d11","epi_f16fddc593","2026-01-24T08:01:48","674"
"download","usr_52e109a619","epi_354b6572e2","2025-03-04T12:42:11",""
"pause","usr_27853bd7f3","epi_61eee9e710","2025-07-12T10:48:19",""
"download","usr_046c4e1190","epi_eea76c134c","2025-12-24T00:22:35",""
"seek","usr_9cfcfcdca6","epi_f2bd927f27","2025-11-25T04:33:06",""
"play","usr_5685c7545e","epi_1d077a5c8b","2026-01-24T23:07:02",""
"play","usr_19e9acb2e3","epi_7b68a0f8ca","2025-04-14T02:11:19","2102"
"complete","usr_bebf6b6d3d","epi_1960247f80","2025-06-05T10:28:17","5900"
"complete","usr_61499df046","epi_194b4b188d","2025-04-12T22:12:39","9986"
"pause","usr_dea5ea7605","epi_3d1e181e04","2025-12-06T18:00:00",""
"play","usr_0e31236aa8","epi_2afaa61f9b","2025-03-18T04:09:14","15607"
"pause","usr_da945d234f","epi_2afaa61f9b","2025-09-17T10:19:11",""
"complete","","epi_f16fddc593","2025-09-13T12:02:01","7560"
"complete","usr_89e3ea025b","epi_663188493b","2025-07-12T01:43:14","18394"
"complete","usr_664cc6f699","epi_eea76c134c","2025-01-02T19:21:56","697"
"pause","usr_89e3ea025b","epi_7b68a0f8ca","2025-07-12T05:42:33",""
"pause","usr_0ba94d6728","epi_846b126bc7","2025-06-18T02:53:36",""
"complete","usr_f1f98f10f4","epi_064d581ad2","2025-05-07T16:45:49","1727"
"play","usr_f1f98f10f4","epi_a9ada448c6","2025-12-16T00:51:28","78061"
"seek","usr_b4861053c0","epi_d7d8bf599a","2025-10-24T11:48:39",""
"complete","usr_1ebb27e579","epi_960455560c","2026-02-19T09:48:22","2469"
"download","usr_163848d088","epi_145f3317fe","2025-12-25T18:20:05",""
"play","usr_5db7fb20b3","epi_05fa3c96f9","2025-09-25T20:11:22","250"
"pause","usr_b8d08cb198","epi_8b69d897be","2025-10-13T01:23:03",""
"pause","usr_b1568722ef","epi_87e2958a70","2025-08-28T22:12:52",""
"pause","usr_16a2d6c960","epi_0e6fc5fdc2","2025-08-19T08:51:00",""
"pause","usr_b616c164d9","epi_42570a1d35","2025-10-14T22:24:42",""
"pause","usr_3fb995e8d0","epi_924bf38499","2025-07-15T13:08:30",""
"download","","epi_76e2beba79","2025-09-24T16:10:47",""
"seek","usr_664cc6f699","epi_d7d8bf599a","2025-06-30T06:37:39",""
"play","usr_3b5ccd4261","epi_64fd889dfa","2026-01-09T03:13:25","4793"
"pause","usr_7958acd457","epi_645be532b0","2025-05-12T02:42:18",""
"play","usr_6bb9b71226","epi_f0f24935b7","2025-11-08T16:42:35","1099"
"pause","usr_0e1abcc91a","epi_f25baa556e","2025-03-15T20:14:29",""
"complete","usr_b4861053c0","epi_0cbc3888f2","2025-03-01T08:26:39","22858"
"complete","usr_b3e18cd2b5","epi_9c4260dbfb","2025-08-24T10:26:19","7026"
"play","usr_1201d3d757","epi_f066fc8398","2026-02-13T02:33:09","2264"
"complete","usr_31f75984e7","epi_663188493b","2025-06-07T06:33:23","1489"
"play","usr_bef9a45f59","epi_be5f337284","2025-10-21T10:42:51","1533"
"pause","usr_1bf57abea7","epi_885281184b","2025-08-06T18:33:46",""
"play","usr_002641109e","epi_caae44d0f9","2025-12-18T05:40:31","320"
"seek","usr_906ab84551","epi_78bb8b6d5c","2025-04-17T03:47:02",""
"play","usr_31f75984e7","epi_4e2999964d","2025-07-07T13:15:58","2387"
"pause","usr_8efc89e9da","epi_c299a17f5a","2025-02-01T18:13:51",""
"download","usr_6130e5d000","epi_87c1b3892a","2025-10-16T14:56:57",""
"seek","usr_5685c7545e","epi_b689da864d","2025-11-25T02:41:47",""
"play","usr_b1568722ef","epi_354b6572e2","2025-05-29T15:45:03","967"
"pause","usr_dd4f0e2f15","epi_9988d05e11","2025-09-02T00:29:34",""
"seek","usr_502caf62ea","epi_88ae1b09e9","2025-10-19T10:54:31",""
"complete","usr_b616c164d9","epi_8b69d897be","2025-07-09T20:37:34","32588"
"play","usr_3bbc3c1283","epi_e97bac8271","2025-12-27T04:18:01","31875"
"complete","usr_368c704b2e","epi_acdd064502","2025-11-03T08:20:49","1474"
"complete","usr_1ebb27e579","epi_960455560c","2026-01-31T00:11:11","2602"
"play","usr_cf3005d2c8","epi_1bcf507eab","2025-08-20T08:24:41","1988"
"seek","usr_368c704b2e","epi_22d5608727","2025-06-30T21:04:38",""
"seek","usr_2673d8857d","epi_aa5ff8789c","2025-05-02T00:00:37",""
"play","usr_4d256e4acf","epi_26d485a132","2025-02-27T09:06:55","2390"
"complete","usr_5d52d56729","epi_1d077a5c8b","2025-02-20T19:15:20","3637"
"pause","usr_4d256e4acf","epi_44dcb77b20","2025-10-12T20:41:17",""
"pause","usr_0937fbfbde","epi_145f3317fe","2025-02-17T09:18:25",""
"seek","usr_27853bd7f3","epi_bd5fd8548f","2025-04-08T14:54:26",""
"pause","usr_3366223bdf","epi_a4e779137e","2025-10-18T04:06:44",""
"pause","usr_eecf8669d2","epi_9fc7ced863","2025-08-18T16:28:46",""
"play","usr_f6c7dce345","epi_fe1c9050b2","2026-01-23T12:24:54","3788"
"seek","usr_4bb8738d27","epi_93c1db10e7","2025-08-14T04:41:17",""
"pause","usr_7c2f900899","epi_efefa5c907","2025-07-28T06:24:35",""
"pause","usr_ce7e70f8f2","epi_75ece8808f","2025-04-16T09:21:07",""
"play","usr_42d79ec20a","epi_9432b55df3","2025-01-30T11:47:59","1020"
"play","usr_60a1c7d137","epi_eba7ff25a8","2025-10-09T12:58:44","2536"
"complete","usr_ce7e70f8f2","epi_093cc7c56e","2025-03-28T03:06:59","1399"
"complete","usr_d434d91f5d","epi_1d077a5c8b","2026-02-08T20:05:18","1443"
"complete","usr_ab36ed7168","epi_6a59a21550","2026-02-16T08:37:25","1640"
"pause","usr_664cc6f699","epi_a4e779137e","2025-07-20T14:41:22",""
"complete","","epi_eea76c134c","","4886"
"play","usr_1201d3d757","epi_fffb0f3250","2025-09-03T10:17:17","2514"
"play","usr_b8851d031e","epi_efefa5c907","2025-09-03T01:54:49","1155"
"complete","usr_7f9641d246","epi_64fd889dfa","2025-05-05T03:02:11","4182"
"pause","usr_726a6cdabe","epi_fe1c9050b2","2026-01-16T20:56:08",""
"complete","usr_4bb8738d27","epi_0e6fc5fdc2","2026-01-12T02:01:48","6469"
"complete","usr_a947db40fa","epi_cc1c0fce21","2025-10-12T14:22:39","3633"
"download","usr_4cc806c493","epi_a4e779137e","2025-01-21T17:36:11",""
"download","usr_35299be6b5","epi_c8d4d52cdb","2025-08-10T18:00:03",""
"pause","usr_417535a82e","epi_a9b58221ab","2025-06-27T19:52:33",""
"complete","usr_790c3d8c5f","epi_0e6fc5fdc2","2026-02-09T14:03:33","16105"
"play","usr_0e31236aa8","epi_1fa805e803","2025-07-12T06:04:26","8453"
"play","usr_bf539c7e0e","epi_eea76c134c","2026-01-15T06:00:39","12917"
"complete","usr_1089f9905f","epi_96f0bd0546","2025-09-28T01:32:38","3917"
"seek","usr_23b720c1a8","epi_cb9f4fab8c","2026-01-20T01:23:48",""
"pause","usr_59dc166db9","epi_64fd889dfa","2026-01-09T06:05:37",""
"complete","usr_604015a28b","epi_1960247f80","2025-11-10T11:16:04","5813"
"seek","usr_a4d21f31cc","epi_66a07390d6","2025-06-20T10:01:47",""
"download","usr_0d37f4fcdf","epi_5081948a0d","2025-04-07T20:41:08",""
"seek","usr_0937fbfbde","epi_873337b934","2025-08-13T10:08:22",""
"play","usr_7b45e65081","epi_5b078ce15d","2025-11-15T21:31:36","5536"
"seek","usr_6130e5d000","epi_ad0822ed24","2026-01-06T18:48:46",""
"play","usr_d3ee9ceca7","epi_75ece8808f","2025-07-19T01:13:22","12780"
"complete","usr_83159f5c42","epi_acdd064502","2025-11-12T19:53:42","1336"
"complete","usr_94aac51957","epi_caae44d0f9","2025-07-30T22:59:28","4144"
"play","usr_790c3d8c5f","epi_22d5608727","2026-01-15T11:11:05","23960"
"complete","usr_ce06e6a606","epi_efefa5c907","2026-01-09T22:00:51","685"
"play","usr_3bbc3c1283","epi_3f79340193","2025-10-18T03:39:37","7954"
"complete","usr_4ac8735453","epi_eea76c134c","2025-05-22T10:22:32","25902"
"complete","usr_1089f9905f","epi_7c270d65b5","2025-05-30T02:05:04","1980"
"pause","usr_35b64fab1c","epi_f6a942be33","2025-08-17T17:54:37",""
"seek","usr_3081a64466","epi_1f60d46359","2025-02-09T13:55:43",""
"seek","usr_2f07185a35","epi_66a07390d6","2025-03-03T01:41:36",""
"play","usr_3c2e47ce18","epi_93c1db10e7","2025-11-15T19:08:39","1976"
"complete","usr_96f6a61af7","epi_5081948a0d","2026-02-27T08:52:40","2538"
"pause","usr_b31c691c4f","epi_93c1db10e7","2026-01-21T12:37:21",""
"seek","usr_eecf8669d2","epi_ee8c7011d5","2025-02-04T22:40:09",""
"complete","usr_6ca8c43383","epi_5081948a0d","2025-05-10T01:41:06","2163"
"complete","usr_b616c164d9","epi_f16fddc593","2026-01-20T21:59:43","1404"
"seek","usr_129ed2ad3f","epi_4ce9ecde6d","2025-08-19T09:39:49",""
"play","usr_42a8104a35","epi_924bf38499","2025-08-11T17:35:13","1336"
"download","usr_dcb09a5156","epi_265610a62a","2025-09-24T12:02:14",""
"complete","usr_b9e69fb583","epi_fe1c9050b2","2025-08-19T15:29:14","1443"
"pause","usr_3081a64466","epi_05fa3c96f9","2025-11-03T03:51:13",""
"pause","usr_f9cbc59be0","epi_4ea411a5df","2025-07-07T03:06:56",""
"pause","usr_4fb6e40668","epi_22d5608727","2025-11-26T12:46:01",""
"play","usr_a4d21f31cc","epi_5b078ce15d","2026-02-23T04:32:25","11098"
"pause","usr_ab36ed7168","epi_caae44d0f9","2026-01-01T16:54:27",""
"pause","usr_0ba94d6728","epi_93c1db10e7","2025-11-15T15:48:08",""
"pause","usr_8941c6827a","epi_b5d6a08b9e","2025-12-28T05:02:37",""
"seek","usr_7f3420bdbe","epi_a4e779137e","2025-11-02T18:57:21",""
"pause","usr_c9d8313e2f","epi_7304dc859f","2025-12-06T04:49:40",""
"play","usr_1bf57abea7","epi_d1fd1fa9d6","2025-02-23T06:42:21","1596"
"pause","usr_e6a5eadf43","epi_4ce9ecde6d","2025-05-28T16:02:10",""
"play","usr_78f5833ad2","epi_93c1db10e7","2026-01-01T02:29:21","578"
"play","usr_f4983fb7a2","epi_eea76c134c","2026-01-04T18:04:29","1092"
"download","usr_6130e5d000","epi_7304dc859f","2025-12-02T03:31:20",""
"complete","usr_0ba94d6728","epi_ec88cc366f","2025-12-06T13:03:58","643"
"pause","usr_7d60accf14","epi_75ece8808f","2025-01-10T14:07:32",""
"seek","usr_f9cbc59be0","epi_8b69d897be","2025-07-31T15:22:37",""
"seek","usr_dea5ea7605","epi_ee8c7011d5","2025-08-04T19:48:47",""
"pause","usr_52e109a619","","2025-11-16T07:58:37",""
"seek","usr_b9e69fb583","epi_ad0822ed24","2025-12-19T18:21:09",""
"pause","usr_dec6d53c92","epi_0df2749873","2026-01-02T16:39:15",""
"pause","usr_89e3ea025b","epi_5a58e1e286","2026-01-30T11:29:53",""
"complete","usr_1089f9905f","epi_93c1db10e7","2025-09-11T20:12:42","21167"
"seek","usr_a990dbb74d","epi_fce45bab25","2025-05-07T22:33:52",""
"complete","usr_dcb09a5156","epi_f25baa556e","2025-03-22T16:04:33","592"
"seek","usr_3c681ef07b","epi_95f67d2f07","2026-01-05T07:20:29",""
"seek","usr_368c704b2e","epi_df3c907e26","2025-08-04T15:21:46",""
"seek","usr_4c15c22ac3","epi_fab70d670e","2025-10-22T22:44:47",""
"pause","usr_f0f4f9c009","epi_e1a6362bd9","2025-08-22T09:40:01",""
"complete","usr_9d20d38132","epi_def6af3c68","2025-10-14T01:36:53","549"
"seek","usr_77e31e8610","epi_b689da864d","2025-10-31T18:40:32",""
"pause","usr_a34bff7779","epi_eea76c134c","2025-06-24T04:21:05",""
"complete","usr_b616c164d9","epi_f0f24935b7","2026-01-15T08:34:35","3731"
"seek","usr_9abe85773d","epi_70b38de541","2025-06-18T09:52:30",""
"seek","usr_89e3ea025b","epi_f25baa556e","2026-01-11T12:27:51",""
"complete","usr_89e3ea025b","epi_ec88cc366f","2025-07-23T23:34:55","2089"
"complete","usr_a990dbb74d","epi_888c4c6ce7","2025-05-10T02:31:02","4519"
"download","usr_5755e5ce96","epi_5b078ce15d","2025-04-06T10:20:11",""
"seek","usr_61499df046","epi_093cc7c56e","2026-01-04T01:37:11",""
"complete","usr_6bb9b71226","epi_e9b68a4b8a","2025-07-01T12:04:49","5574"
"seek","usr_790c3d8c5f","epi_0087ad003a","2025-10-13T17:28:47",""
"play","usr_dea5ea7605","epi_093cc7c56e","2026-01-14T09:06:12","18685"
"seek","usr_8efc89e9da","epi_f16fddc593","2025-12-05T16:26:13",""
"seek","usr_b242a066e7","epi_def6af3c68","2025-03-11T21:59:05",""
"play","usr_17374715c0","epi_2afaa61f9b","2025-08-11T03:58:53","13541"
"pause","usr_124466d6c6","epi_f298be2dab","2026-01-12T20:10:15",""
"pause","usr_ce7e70f8f2","epi_75ece8808f","2025-11-07T01:59:34",""
"download","usr_77e31e8610","epi_ad0822ed24","2025-12-05T19:48:41",""
"seek","usr_973a579e01","epi_9432b55df3","2025-01-29T15:11:50",""
"play","usr_790c3d8c5f","epi_f3eaa89d33","2025-02-15T00:55:38","9981"
"complete","usr_2abcb3b842","epi_01d0ba7c6a","2026-02-15T23:40:48","3045"
"seek","usr_13a05b7d34","epi_9fc7ced863","2025-09-09T17:41:00",""
"pause","usr_5ac1c38f2e","epi_eea76c134c","2025-11-13T03:35:40",""
"complete","usr_f14ac454a3","epi_61eee9e710","2026-01-10T10:32:31","1631"
"seek","usr_19e9acb2e3","epi_d3ab97826c","2025-07-20T16:39:04",""
"pause","usr_cfe0abd97e","epi_924bf38499","2026-02-24T11:55:15",""
"pause","usr_49791f8a53","epi_eea76c134c","2026-02-20T11:22:50",""
"seek","usr_bebf6b6d3d","epi_5fff045672","2025-05-14T12:18:14",""
"play","usr_3c0d308a20","epi_efefa5c907","2025-07-26T02:31:01","19475"
"download","usr_0873b1f518","epi_bd5fd8548f","2025-05-26T21:29:46",""
"complete","usr_6130e5d000","epi_f2bd927f27","2025-05-09T03:13:55","17360"
"play","usr_fe06cc8e10","epi_93c1db10e7","2025-01-12T19:54:42","32474"
"","usr_2981e7133d","epi_093cc7c56e","2025-03-03T16:37:09",""
"pause","usr_dcb6d14f0c","epi_064d581ad2","2025-06-14T10:59:03",""
"complete","usr_b9e69fb583","epi_a9b58221ab","2025-07-15T11:15:15","6285"
"pause","usr_368c704b2e","epi_5b078ce15d","2025-03-05T07:58:38",""
"play","usr_157f3e466b","epi_194b4b188d","2026-01-31T10:12:31","13328"
"play","usr_0d37f4fcdf","epi_093cc7c56e","2025-05-04T10:37:54","16698"
"play","usr_0937fbfbde","epi_663188493b","2025-11-30T00:14:04","1337"
"play","usr_6130e5d000","epi_eea76c134c","2025-07-27T04:51:46","1466"
"complete","usr_5755e5ce96","epi_0cbc3888f2","2025-03-22T17:29:25","1289"
"download","usr_da06c64e03","epi_ee8c7011d5","2025-08-03T22:49:39",""
"pause","usr_7d401799e1","epi_a9ada448c6","2025-03-27T13:20:22",""
"play","usr_94aac51957","epi_def6af3c68","2026-02-19T23:31:27","16669"
"complete","usr_16a2d6c960","epi_fffb0f3250","2026-01-06T20:40:35","843"
"seek","usr_f1f98f10f4","epi_df3c63da7d","2025-09-12T02:37:16",""
"download","usr_abb808950c","epi_645be532b0","2026-01-29T01:48:52",""
"play","usr_7bdc501b6f","epi_f0fbcc106d","2025-03-20T02:24:48","33707"
"complete","usr_906ab84551","epi_eea76c134c","2026-02-05T14:41:42","7768"
"pause","usr_2c2501df4e","epi_b48b099724","2025-04-07T13:02:15",""
"pause","usr_0937fbfbde","epi_93c1db10e7","2025-09-15T20:36:26",""
"pause","usr_bebf6b6d3d","epi_354b6572e2","2025-05-25T08:03:01",""
"complete","usr_124466d6c6","epi_b9602b03d3","2025-08-07T14:28:10","1525"
"pause","usr_3fb995e8d0","","2025-04-06T00:06:33",""
"seek","usr_124466d6c6","epi_b85ea597ba","2025-12-22T09:06:46",""
"play","usr_b242a066e7","epi_b288b8f71a","2025-08-18T11:03:18","18635"
"seek","usr_b242a066e7","epi_58c7f61aac","2025-12-12T18:31:01",""
"complete","usr_d90081fe3a","epi_01d0ba7c6a","2026-01-18T19:22:40","1479"
"pause","usr_a947db40fa","epi_6a59a21550","2025-06-29T10:29:56",""
"seek","usr_2549b15396","epi_df3c907e26","2025-06-19T13:41:02",""
"complete","usr_0ba94d6728","epi_f2bd927f27","2025-02-03T19:33:01","1448"
"complete","usr_48695b2f26","epi_45f1536a96","2026-01-17T10:53:57","2281"
"complete","usr_1d0c983bc2","epi_f83f3e3dd3","2025-12-22T00:41:56","3548"
"pause","usr_3fb995e8d0","epi_8a58bc7828","2025-11-10T00:03:26",""
"seek","usr_8a0ff8c728","epi_c39bc5ffe5","2026-01-29T07:26:53",""
"seek","usr_0937fbfbde","epi_0de4e80d2e","2025-10-31T08:42:07",""
"seek","usr_a225c5834a","epi_873337b934","2025-08-07T16:46:04",""
"pause","usr_b7fe07b2b7","epi_26d485a132","2026-01-30T01:59:01",""
"pause","usr_1d0c983bc2","epi_eea76c134c","2026-02-13T05:40:21",""
"complete","usr_61499df046","epi_fab70d670e","2025-09-24T04:29:12","2648"
"seek","usr_973a579e01","epi_b89e8c025d","2025-04-02T16:51:34",""
"seek","usr_cf3005d2c8","epi_6464c374a3","2025-06-19T20:04:04",""
"play","usr_c33cfe307a","epi_b288b8f71a","2026-02-16T07:19:42","16921"
"pause","usr_1b0522934c","epi_d7d8bf599a","2026-01-25T08:55:58",""
"complete","usr_790c3d8c5f","epi_194b4b188d","2025-08-18T12:43:40","6676"
"complete","usr_35b64fab1c","epi_7b987ba739","2025-08-25T13:45:01","1974"
"play","usr_eba23daeb3","epi_f0fbcc106d","2025-04-21T18:51:04","17737"
"complete","usr_4062efa172","epi_6a59a21550","2025-05-22T17:34:22","1582"
"play","usr_48695b2f26","epi_71ce44cee6","2025-12-22T23:27:04","1859"
"pause","usr_b242a066e7","epi_bd5fd8548f","2025-03-20T00:40:31",""
"complete","usr_258cfa779e","epi_e9b68a4b8a","2025-03-31T03:53:38","16545"
"complete","usr_9b8d1bf627","epi_64fd889dfa","2025-05-20T10:48:52","5870"
"complete","usr_6130e5d000","epi_d1fd1fa9d6","2025-01-02T06:33:06","1050"
"play","usr_42d79ec20a","epi_93c1db10e7","2026-02-08T03:13:23","30027"
"pause","usr_646c974998","epi_f955dbf049","2025-12-06T05:55:20",""
"pause","usr_4c7e9f1978","epi_f066fc8398","2025-09-11T20:54:51",""
"pause","","epi_95f67d2f07","2025-03-30T22:27:00",""
"play","usr_0937fbfbde","epi_6a59a21550","2025-02-01T08:31:35","2182"
"complete","usr_0e01d097c8","epi_caae44d0f9","2025-06-15T18:42:06","427"
"complete","usr_7f3420bdbe","epi_fce45bab25","2025-09-05T05:38:22","1216"
"play","usr_4eadb852a9","epi_cc1c0fce21","2025-08-09T08:27:15","10530"
"complete","usr_f1f98f10f4","epi_5e97f26242","2026-02-06T07:51:09","2145"
"play","usr_ec037f6f4a","epi_7c270d65b5","2025-07-10T07:33:26","1204"
"play","usr_5755e5ce96","epi_fe1c9050b2","2025-03-20T00:12:00","3140"
"seek","usr_4fd63118b4","epi_ac4e57d503","2026-02-14T19:38:06",""
"play","usr_59b510497b","epi_22d5608727","2025-08-04T06:55:27","11016"
"pause","usr_3e16c37a3a","epi_93c1db10e7","2025-04-19T08:16:55",""
"play","usr_36890db52d","epi_01d0ba7c6a","2025-04-15T07:40:23","2043"
"play","usr_3d6f6a4408","epi_95f67d2f07","2025-09-06T10:57:54","8259"
"pause","usr_52e109a619","epi_58c7f61aac","2025-09-23T18:11:40",""
"pause","usr_9c75e0546b","epi_93c1db10e7","2026-01-03T21:00:12",""
"seek","usr_b616c164d9","epi_f066fc8398","2025-06-16T14:35:01",""
"complete","usr_8a4eb58c18","epi_87c1b3892a","2025-07-23T07:54:40","1324"
"pause","usr_3ca1d6f446","epi_73f5593b4b","2025-11-09T07:11:50",""
"pause","usr_eba23daeb3","epi_20c2e619aa","2026-01-08T04:35:36",""
"play","usr_129ed2ad3f","epi_d3ab97826c","2026-01-31T04:16:17","1966"
"seek","usr_3e16c37a3a","epi_1fa805e803","2025-02-08T07:29:59",""
"download","usr_3081a64466","epi_fe1c9050b2","2025-06-02T10:52:25",""
"complete","usr_790c3d8c5f","epi_da05c90deb","2025-11-13T08:17:54","5330"
"pause","usr_9146a09d50","epi_e97bac8271","2025-12-04T15:40:18",""
"seek","usr_604015a28b","epi_b337c35182","2025-01-26T19:41:03",""
"play","usr_b29f1ef792","epi_e97bac8271","2025-11-30T08:51:49","17183"
"seek","usr_9aab146109","epi_4e132fa300","2025-10-21T15:25:40",""
"play","usr_cc4287791f","epi_70b38de541","2025-01-22T22:59:39","1971"
"pause","usr_83159f5c42","epi_eea76c134c","2025-12-07T23:51:57",""
"pause","usr_d3ee9ceca7","epi_960455560c","2025-07-06T16:15:14",""
"play","usr_9b8d1bf627","epi_fc747ba14b","2025-09-28T02:00:17","28721"
"complete","usr_8a4eb58c18","epi_1229fc565f","2025-07-07T05:25:42","3646"
"play","usr_35b64fab1c","epi_7b987ba739","2026-02-26T20:47:36","4056"
"pause","usr_a856782a04","","2026-02-07T06:38:44",""
"seek","usr_2f07185a35","epi_6deb2bba10","2025-07-27T06:37:06",""
"complete","usr_4eadb852a9","epi_850a17ab36","2025-01-24T09:45:13","1743"
"complete","usr_59dc166db9","epi_5a58e1e286","2025-11-15T09:49:26","1554"
"pause","usr_e5460275f4","epi_93c1db10e7","2026-01-05T20:08:26",""
"seek","usr_0c269165e4","epi_846b126bc7","2026-01-04T18:13:15",""
"download","usr_81b580c120","epi_78bb8b6d5c","2025-08-26T13:24:39",""
"seek","usr_5ac1c38f2e","epi_0cbc3888f2","2025-07-21T12:59:09",""
"download","usr_6a9063de26","epi_9c4260dbfb","2026-02-25T15:12:45",""
"play","usr_d931abb8d1","epi_df3c907e26","2025-11-30T18:32:33","1888"
"play","usr_47d94e6bb6","epi_d952ff83c5","2026-01-18T00:24:29","1910"
"seek","usr_604015a28b","epi_22d5608727","2025-03-17T09:25:37",""
"play","usr_cf3005d2c8","epi_ec88cc366f","2025-09-09T19:33:46","2059"
"complete","usr_5755e5ce96","","2025-01-13T04:58:03","1784"
"seek","usr_9a5cf290cb","epi_084e6662f2","2026-02-01T23:21:44",""
"seek","usr_b31c691c4f","epi_61eee9e710","2026-02-07T00:33:29",""
"seek","usr_8efc89e9da","epi_f68383e360","2025-01-11T00:42:59",""
"complete","usr_5ac1c38f2e","epi_4e2999964d","2025-06-23T14:30:27","1242"
"seek","usr_b242a066e7","epi_fce45bab25","2025-05-04T18:18:48",""
"complete","usr_1201d3d757","epi_d7d8bf599a","2025-12-27T23:16:49","2279"
"complete","usr_0e31236aa8","epi_2afaa61f9b","2025-08-19T22:07:58","20837"
"seek","usr_45945a0181","epi_64fd889dfa","2025-10-01T01:02:08",""
"complete","usr_83159f5c42","epi_960455560c","2025-12-04T11:54:28","766"
"play","usr_340d80ebd0","epi_73f5593b4b","2025-08-06T23:09:28","23599"
"complete","usr_7bdc501b6f","epi_eabac40256","2025-08-04T23:53:54","2390"
"complete","usr_27853bd7f3","epi_d170c98664","2025-11-15T08:05:44","975"
"complete","usr_bda90aace2","epi_d7d8bf599a","2025-09-08T09:07:12","1471"
"complete","usr_973a579e01","epi_4ea411a5df","2026-01-26T19:46:48","1937"
"complete","usr_2549b15396","epi_4f5f3fb954","2025-07-03T03:45:18","1020"
"seek","usr_db762d5254","epi_aa5ff8789c","2026-02-15T17:48:27",""
"complete","usr_e5460275f4","epi_f3eaa89d33","2025-10-08T18:13:55","1905"
"pause","usr_0e31236aa8","epi_2afaa61f9b","2025-12-30T22:14:32",""
"pause","usr_f9bfd3d195","epi_f066fc8398","2025-12-14T23:56:51",""
"play","usr_9abe85773d","epi_d657307fd9","2025-08-08T23:31:50","1008"
"download","usr_0937fbfbde","epi_2a37101ac0","2025-09-30T17:28:55",""
"seek","usr_604015a28b","epi_7b68a0f8ca","2025-06-02T22:14:03",""
"pause","usr_1bf57abea7","epi_d1fd1fa9d6","2025-01-17T02:37:47",""
"complete","usr_02db3fd4b0","epi_ee8c7011d5","2025-11-05T03:53:54","1207"
"download","usr_790c3d8c5f","epi_f0fbcc106d","2025-02-19T15:48:53",""
"seek","usr_664cc6f699","epi_1d077a5c8b","2025-10-21T20:37:28",""
"seek","usr_4bb8738d27","epi_93c1db10e7","2025-03-30T18:20:11",""
"seek","usr_7bdc501b6f","epi_1f60d46359","2025-01-18T18:02:58",""
